ID,Title,Vote Average,Date,Original Language,Genre IDs,IsMovie
938669,The Bell Keeper,4.5,2023-10-13,en,"[28, 27]",True
658,Goldfinger,7.4,1964-09-20,en,"[12, 28, 53]",True
10693,Peter Pan,7.2,1953-02-05,en,"[16, 10751, 12, 14]",True
674324,The Banshees of Inisherin,7.5,2022-10-20,en,"[18, 35]",True
751741,Night at the Museum: Kahmunrah Rises Again,6.6,2022-12-09,en,"[16, 35, 10751, 14]",True
888,The Flintstones,5.3,1994-05-26,en,"[14, 35, 10751]",True
676710,The Amazing Maurice,6.9,2022-12-16,en,"[16, 12, 35, 10751, 14]",True
862965,Emily the Criminal,6.8,2022-08-12,en,"[80, 18, 53]",True
36647,Blade,6.8,1998-08-21,en,"[27, 28]",True
8643,The Exorcism of Emily Rose,6.6,2005-09-09,en,"[80, 18, 27, 53]",True
9737,Bad Boys,6.8,1995-04-07,en,"[28, 35, 80, 53]",True
447332,A Quiet Place,7.4,2018-04-03,en,"[27, 18, 878]",True
1115939,Jagged Mind,6,2023-06-14,en,[27],True
54445,S.W.A.T.: Firefight,5.7,2011-03-01,en,"[28, 80, 53]",True
12536,Home Alone 4,4.5,2002-11-03,en,"[35, 10751, 10770]",True
508,Love Actually,7.1,2003-09-07,en,"[35, 10749, 18]",True
172385,Rio 2,6.5,2014-03-19,en,"[16, 12, 35, 10751]",True
206487,Predestination,7.4,2014-08-28,en,"[878, 53]",True
1015936,Feed,6.1,2022-10-28,sv,[27],True
926680,Breakout,4.2,2023-04-11,en,"[28, 53]",True
792293,Dumb Money,6.7,2023-09-15,en,"[35, 18, 36]",True
531309,Brightburn,6.1,2019-05-09,en,"[27, 878, 53, 9648]",True
374720,Dunkirk,7.5,2017-07-19,en,"[10752, 28, 18]",True
1047511,Un Papá Para Navidad,5.8,2022-12-17,es,"[35, 10749, 10770]",True
287590,Saint Seiya: Legend of Sanctuary,6.6,2014-06-21,ja,"[28, 16, 14]",True
634429,Shin Ultraman,7.1,2022-05-13,ja,"[28, 878]",True
445651,The Darkest Minds,7,2018-07-25,en,"[28, 12, 18]",True
910571,Fair Play,6.4,2023-09-28,en,"[18, 53]",True
101736,Jai Lava Kusa,6.7,2017-09-21,te,"[28, 53]",True
981324,Island of the Dolls,5.5,2023-01-13,en,[27],True
866463,Reptile,6.8,2023-09-29,en,[80],True
1927,Hulk,5.5,2003-06-19,en,"[878, 12, 28]",True
193893,Let's Be Cops,6.5,2014-08-13,en,[35],True
747,Shaun of the Dead,7.5,2004-04-09,en,"[27, 35]",True
776835,The Magician's Elephant,7,2023-03-10,en,"[16, 12, 10751, 14, 35]",True
1001865,Scrooge: A Christmas Carol,6.8,2022-11-18,en,"[16, 10751, 14]",True
197158,Porno,4.6,1981-01-01,pt,[18],True
9286,Final Destination 3,6.1,2006-02-09,en,"[27, 9648]",True
1891,The Empire Strikes Back,8.4,1980-05-20,en,"[12, 28, 878]",True
55779,Final Destination 5,6.1,2011-08-12,en,"[27, 9648]",True
9291,The Longest Yard,6.6,2005-05-27,en,"[35, 80, 18]",True
13448,Angels & Demons,6.7,2009-05-13,en,"[53, 9648]",True
158852,Tomorrowland,6.3,2015-05-19,en,"[12, 10751, 9648, 878]",True
10719,Elf,6.7,2003-10-09,en,"[35, 10751, 14]",True
995012,The Tutor,6.4,2023-03-24,en,"[9648, 53, 28]",True
146233,Prisoners,8.1,2013-09-19,en,"[18, 53, 80]",True
317442,The Last: Naruto the Movie,7.8,2014-12-06,ja,"[28, 10749, 16]",True
4257,Scary Movie 4,5.5,2006-04-12,en,[35],True
81005,Jack the Giant Slayer,5.8,2013-02-27,en,"[14, 28, 12, 18]",True
83088,Saint Seiya: Warriors of the Final Holy Battle,7.3,1989-03-18,ja,"[28, 16, 14]",True
923579,Cats in the Museum,7.2,2023-03-23,ru,"[16, 35, 10751, 14]",True
1131438,Fear the Invisible Man,0,2024-01-04,en,"[53, 27, 878]",True
1064098,Me he hecho viral,6.1,2023-10-11,es,[35],True
22705,Cheeky,5.5,2000-01-28,it,"[35, 18, 10749]",True
667520,A Whisker Away,7.9,2020-06-18,ja,"[16, 18, 10749, 14]",True
1068452,Hi Nanna,7,2023-12-07,te,"[18, 10751, 10749]",True
926967,The Silent Forest,6.1,2022-02-17,de,"[9648, 53, 80]",True
441168,From Straight A's to XXX,5.9,2017-02-11,en,"[18, 10770]",True
118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.3,2012-06-23,ja,"[28, 12, 18, 14, 16]",True
761851,His Only Son,7.5,2023-03-30,en,"[18, 14]",True
787,Mr. & Mrs. Smith,6.7,2005-06-07,en,"[28, 35, 18, 53]",True
480414,The Curse of La Llorona,5.7,2019-04-17,en,"[27, 9648, 53]",True
754,Face/Off,7,1997-06-27,en,"[28, 80, 878]",True
626872,Emergency Declaration,7.6,2022-08-03,ko,"[28, 18, 53]",True
141,Donnie Darko,7.8,2001-01-19,en,"[14, 18, 9648]",True
9602,Coming to America,6.9,1988-06-29,en,"[35, 10749]",True
9902,Wrong Turn,6.3,2003-05-30,en,"[27, 53]",True
961484,Last Seen Alive,6.5,2022-05-12,en,"[28, 53]",True
223702,Sausage Party,5.7,2016-07-11,en,"[12, 16, 35, 14]",True
1073140,The Three Musketeers,5.5,2023-03-23,en,"[28, 12]",True
258509,Alvin and the Chipmunks: The Road Chip,6,2015-12-17,en,"[12, 16, 35, 10751]",True
347201,Boruto: Naruto the Movie,7.6,2015-08-07,ja,"[16, 28, 35]",True
100042,Dumb and Dumber To,5.6,2014-11-12,en,[35],True
862551,Me Time,5.9,2022-08-26,en,[35],True
100402,Captain America: The Winter Soldier,7.7,2014-03-20,en,"[28, 12, 878]",True
62835,Colombiana,6.6,2011-07-27,en,"[28, 53, 80, 18]",True
499338,I Believe,7.6,2019-06-06,en,"[10751, 18]",True
200727,"Love, Rosie",7.8,2014-10-16,en,"[10749, 18, 35]",True
1139566,Through My Window: Looking at You,0,2024-02-23,es,"[10749, 18, 35]",True
282035,The Mummy,5.5,2017-06-06,en,"[14, 53, 28, 12, 27]",True
194662,Birdman or (The Unexpected Virtue of Ignorance),7.5,2014-10-17,en,"[18, 35]",True
161,Ocean's Eleven,7.4,2001-12-07,en,"[53, 80]",True
71672,Wrong Turn 4: Bloody Beginnings,5.7,2011-10-17,en,"[27, 53]",True
1003579,Batman: The Doom That Came to Gotham,6.7,2023-03-10,en,"[16, 14, 28, 9648]",True
571891,Pokémon the Movie: Mewtwo Strikes Back - Evolution,6.7,2019-07-12,ja,"[16, 12, 14, 28, 10751]",True
228165,The SpongeBob Movie: Sponge Out of Water,6.1,2015-01-28,en,"[10751, 12, 35, 14, 16]",True
788752,Viking Wolf,5.7,2022-11-18,no,"[27, 53, 9648]",True
707,A View to a Kill,6.2,1985-05-24,en,"[12, 28, 53]",True
567609,Ready or Not,7.1,2019-08-21,en,"[35, 27, 53]",True
391713,Lady Bird,7.3,2017-09-01,en,"[18, 35]",True
1033219,Attack on Titan,6,2022-09-30,en,"[878, 28]",True
676,Pearl Harbor,6.9,2001-05-21,en,"[10752, 36, 10749, 18]",True
1211066,The Taming of the Shrewd 2,6.3,2023-12-20,pl,"[10749, 35]",True
181533,Night at the Museum: Secret of the Tomb,6.2,2014-12-17,en,"[12, 35, 14, 10751]",True
81,Nausicaä of the Valley of the Wind,7.9,1984-03-11,ja,"[12, 16, 14]",True
519182,Despicable Me 4,0,2024-07-03,en,"[16, 10751, 35, 12]",True
310131,The Witch,6.9,2015-01-27,en,"[27, 9648, 18]",True
60304,Hansel & Gretel: Witch Hunters,6,2013-01-17,en,"[14, 27, 28]",True
72331,Abraham Lincoln: Vampire Hunter,5.7,2012-06-20,en,"[28, 14, 27]",True
355651,The Student,4.9,2015-09-27,nl,[18],True
823625,Blacklight,6.2,2022-02-10,en,"[28, 53, 18]",True
709334,No Name and Dynamite,5.5,2022-02-21,en,[37],True
399361,Triple Frontier,6.3,2019-03-06,en,"[28, 53, 80, 12]",True
615677,We Can Be Heroes,6.1,2020-12-25,en,"[10751, 28, 14, 35]",True
458220,Palmer,8.2,2021-01-28,en,[18],True
339984,Miracles from Heaven,7.4,2016-03-17,en,"[10751, 18, 14]",True
74997,The Human Centipede 2 (Full Sequence),4.8,2011-10-06,en,"[18, 27, 80]",True
24752,Dragon Ball Z: Cooler's Revenge,6.9,1991-07-20,ja,"[28, 16, 878]",True
955916,Lift,0,2024-01-12,en,"[28, 35, 80]",True
976893,Perfect Days,7.5,2023-08-11,ja,[18],True
14979,Thick as Thieves,6,2009-01-09,en,"[28, 53, 80]",True
1265,Bridge to Terabithia,7.3,2007-02-15,en,"[12, 18, 10751]",True
6477,Alvin and the Chipmunks,5.8,2007-12-13,en,"[35, 10751, 14, 16]",True
27022,The Sorcerer's Apprentice,6.1,2010-07-13,en,"[14, 12, 28]",True
117263,Olympus Has Fallen,6.4,2013-03-20,en,"[28, 53]",True
241554,Run All Night,6.4,2015-03-11,en,"[28, 80, 53]",True
660120,The Worst Person in the World,7.5,2021-10-13,no,"[18, 10749, 35]",True
440472,The Upside,7.1,2019-01-10,en,"[35, 18]",True
38055,Megamind,7,2010-10-28,en,"[16, 28, 35, 10751, 878]",True
759175,The Princess,6.9,2022-06-16,en,"[28, 14]",True
1215439,Dave Chappelle: The Dreamer,7.2,2023-12-31,en,[35],True
75624,Naruto Shippuden the Movie: Blood Prison,7.3,2011-07-30,ja,"[53, 16, 28, 35, 27, 9648]",True
575828,Son of a Rich,6.9,2019-11-24,ru,[35],True
348350,Solo: A Star Wars Story,6.6,2018-05-15,en,"[878, 12, 28]",True
482373,Don't Breathe 2,7.1,2021-08-12,en,"[53, 27]",True
267935,The BFG,6.3,2016-06-01,en,"[12, 10751, 14]",True
1100763,La Navidad en sus manos,6.6,2023-12-01,es,"[35, 10751]",True
810171,The Valet,7.6,2022-05-11,en,"[35, 10749]",True
11430,The Lion King 1½,6.6,2004-02-06,en,"[10751, 16, 35, 28]",True
595172,The Pilgrim's Progress,7.7,2019-04-18,en,"[16, 12]",True
65754,The Girl with the Dragon Tattoo,7.4,2011-12-14,en,"[53, 80, 9648]",True
758769,Unwelcome,5.9,2023-01-27,en,[27],True
1031774,Thriller 40,8.4,2023-12-02,en,"[99, 10402]",True
10661,You Don't Mess with the Zohan,5.7,2008-06-05,en,"[35, 28]",True
956,Mission: Impossible III,6.7,2006-04-25,en,"[12, 28, 53]",True
776503,CODA,8,2021-08-11,en,"[18, 10402, 10749]",True
820067,The Quintessential Quintuplets Movie,8.4,2022-05-20,ja,"[16, 35, 10749]",True
702621,Lullaby,5.3,2022-12-16,en,[27],True
2034,Training Day,7.5,2001-10-05,en,"[28, 80, 18]",True
72559,G.I. Joe: Retaliation,5.6,2013-03-27,en,"[878, 12, 28, 53]",True
423,The Pianist,8.4,2002-09-17,en,"[18, 10752]",True
116149,Paddington,7.1,2014-11-24,en,"[35, 12, 10751]",True
1212661,Love on the Right Course,6.5,2024-01-06,en,"[10770, 35, 10749]",True
71552,American Reunion,6.3,2012-04-04,en,[35],True
5548,RoboCop,7.3,1987-07-17,en,"[28, 53, 878]",True
169,Predator 2,6.3,1990-11-21,en,"[878, 28, 53]",True
1155458,The Strange Case of a Claustrophobic Ghost,7.3,2023-07-21,es,"[14, 10751, 27]",True
338947,Hellraiser,6.2,2022-09-28,en,"[27, 9648]",True
11360,Dumbo,7,1941-10-31,en,"[16, 10751]",True
1417,Pan's Labyrinth,7.8,2006-10-10,es,"[14, 18, 10752]",True
849869,Kill Boksoon,6.9,2023-02-17,ko,"[28, 18, 53, 80]",True
656793,Killer Raccoons 2: Dark Christmas in the Dark,5.2,2019-12-05,en,"[35, 28, 27]",True
965548,Holidays at all costs,6.2,2020-05-01,fr,[35],True
443791,Underwater,6.3,2020-01-08,en,"[27, 878, 28, 12]",True
522518,A Dog's Journey,8,2019-05-03,en,"[10751, 12, 18]",True
55241,Meteor Storm,4.6,2010-01-30,en,"[878, 12, 10770]",True
12437,Underworld: Rise of the Lycans,6.5,2009-01-22,en,"[14, 28, 53]",True
59967,Looper,6.9,2012-09-26,en,"[28, 53, 878]",True
201088,Blackhat,5.5,2015-01-13,en,"[80, 53, 28]",True
960704,Fullmetal Alchemist: The Final Alchemy,6.3,2022-06-24,ja,"[28, 12, 14]",True
424783,Bumblebee,6.7,2018-12-15,en,"[28, 12, 878]",True
76757,Jupiter Ascending,5.4,2015-02-04,en,"[878, 14, 28]",True
964980,Air,7.4,2023-04-05,en,"[18, 36]",True
291870,Dirty Grandpa,5.9,2016-01-20,en,[35],True
16996,17 Again,6.3,2009-03-11,en,"[35, 14, 18, 10749]",True
530915,1917,8,2019-12-25,en,"[10752, 28, 18]",True
96,Beverly Hills Cop II,6.5,1987-05-18,en,"[28, 35, 80]",True
10340,Lady and the Tramp,7.1,1955-06-22,en,"[10751, 16, 10749]",True
1271,300,7.2,2007-03-07,en,"[28, 12, 10752]",True
296,Terminator 3: Rise of the Machines,6.2,2003-07-02,en,"[28, 53, 878]",True
333484,The Magnificent Seven,6.4,2016-09-14,en,"[12, 28, 37]",True
118340,Guardians of the Galaxy,7.9,2014-07-30,en,"[28, 878, 12]",True
616,The Last Samurai,7.6,2003-12-05,en,"[18, 28, 10752]",True
240832,Lucy,6.4,2014-07-25,en,"[28, 878]",True
73456,Barbie: Princess Charm School,7.5,2011-08-11,en,"[10751, 16, 14]",True
522478,Peter Rabbit 2: The Runaway,7.1,2021-03-25,en,"[10751, 35, 12, 16, 14]",True
6637,National Treasure: Book of Secrets,6.3,2007-12-13,en,"[28, 12, 9648, 53]",True
9316,Ong-Bak,7.1,2003-01-21,th,"[28, 53, 80, 12]",True
1081676,Forgotten Love,8.1,2023-09-27,pl,"[18, 10749]",True
9654,The Italian Job,6.8,2003-05-30,en,"[28, 80]",True
646,Dr. No,7,1962-10-07,en,"[12, 28, 53]",True
10802,Showgirls,5.5,1995-09-22,en,[18],True
287947,Shazam!,7,2019-03-29,en,"[28, 35, 14]",True
8835,Legally Blonde,6.8,2001-07-13,en,"[35, 10749]",True
1100795,Mr. Monk's Last Case: A Monk Movie,7.2,2023-12-08,en,"[9648, 35, 80]",True
11679,xXx: State of the Union,5,2005-04-27,en,"[28, 12, 80, 9648, 53]",True
455411,Tom and Jerry: Willy Wonka and the Chocolate Factory,6.6,2017-06-28,en,"[10751, 16, 12, 35]",True
527641,Five Feet Apart,8.3,2019-03-14,en,"[10749, 18]",True
77,Memento,8.2,2000-10-11,en,"[9648, 53]",True
497828,Triangle of Sadness,7.1,2022-09-18,en,"[35, 18]",True
729854,Concrete Utopia,7.1,2023-08-09,ko,"[53, 878, 18]",True
59440,Warrior,7.8,2011-09-09,en,"[18, 28]",True
628900,The Contractor,6.4,2022-03-10,en,"[28, 12, 53]",True
397567,Along with the Gods: The Two Worlds,8.1,2017-12-20,ko,"[28, 12, 18, 14, 53, 9648]",True
602,Independence Day,6.9,1996-06-25,en,"[28, 12, 878]",True
152601,Her,7.9,2013-12-18,en,"[10749, 878, 18]",True
74,War of the Worlds,6.5,2005-06-28,en,"[12, 53, 878]",True
617653,The Last Duel,7.5,2021-10-13,en,"[36, 18, 28]",True
416194,The Quake,6.8,2018-08-31,no,"[28, 18, 53]",True
620,Ghostbusters,7.5,1984-06-08,en,"[35, 14]",True
856,Who Framed Roger Rabbit,7.5,1988-06-21,en,"[14, 16, 35, 80]",True
486589,Red Shoes and the Seven Dwarfs,7.8,2019-07-25,en,"[16, 10749, 10751, 35, 14]",True
26123,American Pie Presents: The Book of Love,5.3,2009-12-07,en,[35],True
2501,The Bourne Identity,7.5,2002-06-14,en,"[28, 18, 9648, 53]",True
11836,The SpongeBob SquarePants Movie,7,2004-11-14,en,"[10751, 16, 35, 14, 12]",True
1701,Con Air,6.7,1997-06-05,en,"[28, 53, 80]",True
773867,Seoul Vibe,6.6,2022-08-26,ko,"[28, 80, 35, 12]",True
34016,She's Out of My League,6.5,2010-03-11,en,"[10749, 35]",True
13002,Barbie in The 12 Dancing Princesses,7.6,2006-09-19,en,"[16, 10751]",True
411088,The Invisible Guest,8.1,2017-01-06,es,"[18, 9648, 53]",True
395834,Wind River,7.4,2017-08-03,en,"[80, 18, 9648, 53]",True
592695,Pleasure,6.3,2021-10-08,sv,[18],True
50124,Frivolous Lola,5,1998-06-01,it,"[35, 10749]",True
10764,Quantum of Solace,6.3,2008-10-29,en,"[12, 28, 53, 80]",True
582014,Promising Young Woman,7.4,2020-12-13,en,"[53, 80, 18]",True
39105,Dragon Ball Z: Bojack Unbound,7.1,1993-07-10,ja,"[28, 16, 878]",True
2978,Ghostbusters II,6.5,1989-06-16,en,"[35, 14]",True
75612,Oblivion,6.6,2013-04-10,en,"[28, 878, 12, 9648]",True
19912,The Final Destination,5.6,2009-08-26,en,"[27, 9648]",True
346,Seven Samurai,8.5,1954-04-26,ja,"[28, 18]",True
887870,Blue Giant,8.8,2023-02-17,ja,"[16, 18, 10402]",True
11770,Shaolin Soccer,7.1,2001-07-05,cn,"[28, 35]",True
467407,Kokoro to Karada,8.1,2004-12-11,ja,[18],True
23168,The Town,7.2,2010-09-15,en,"[80, 18, 53]",True
948276,Lost Bullet 2,6.5,2022-11-10,fr,"[28, 80, 53]",True
626332,Flamin' Hot,8.2,2023-03-11,en,"[35, 18]",True
660982,American Pie Presents: Girls' Rules,6.2,2020-10-06,en,[35],True
45288,Fighting Spirit - Mashiba vs. Kimura,6.6,2003-09-05,ja,"[16, 35, 18, 28]",True
528502,Aporia,6.4,2023-08-11,en,"[878, 18]",True
4982,American Gangster,7.6,2007-11-02,en,"[18, 80]",True
1033051,Revenge Porn: PAIN OF LOVE,4.5,2019-02-02,ja,"[10749, 18]",True
9342,The Mask of Zorro,6.6,1998-07-16,en,"[28, 12]",True
797457,Nitram,6.9,2021-09-30,en,"[9648, 53, 80, 18]",True
948,Halloween,7.6,1978-10-24,en,"[27, 53]",True
671040,Young Adult Matters,6.5,2021-04-15,ko,[18],True
44214,Black Swan,7.7,2010-12-03,en,"[18, 53, 27]",True
1544,Imagine Me & You,7.6,2006-01-27,en,"[18, 35, 10749]",True
1026563,13 Exorcisms,6,2022-11-04,es,"[18, 27]",True
714,Tomorrow Never Dies,6.4,1997-12-11,en,"[12, 28, 53]",True
27576,Salt,6.4,2010-07-21,en,"[28, 9648, 53]",True
9340,The Goonies,7.5,1985-06-07,en,"[12, 35, 10751]",True
518068,Along with the Gods: The Last 49 Days,8.2,2018-08-01,ko,"[28, 12, 18, 14, 53, 9648]",True
745881,The Medium,7,2021-07-14,th,"[27, 53]",True
938030,Elf Me,5.8,2023-11-24,it,"[10751, 35, 14, 12]",True
740952,Savage Salvation,6.5,2022-12-02,en,[53],True
760245,Foe,5.6,2023-10-06,en,"[878, 9648, 53, 18]",True
333371,10 Cloverfield Lane,7,2016-03-10,en,"[53, 878, 18, 27]",True
39101,Dragon Ball Z: The Tree of Might,6.5,1990-06-07,ja,"[28, 16, 878]",True
1036619,Good Grief,6.6,2023-12-29,en,"[35, 18, 10749]",True
9837,The Prince of Egypt,7.3,1998-12-16,en,"[12, 16, 18, 10751]",True
9928,Robots,6.4,2005-03-10,en,"[16, 35, 10751, 878]",True
2310,Beowulf,5.9,2007-11-05,en,"[12, 28, 16]",True
980026,The Promised Land,7.4,2023-10-05,da,"[36, 18]",True
51876,Limitless,7.2,2011-03-08,en,"[53, 9648, 878]",True
8078,Alien Resurrection,6.1,1997-11-12,en,"[878, 27, 28]",True
83091,Saint Seiya: The Heated Battle of the Gods,7.5,1988-03-12,ja,"[28, 16, 14]",True
768744,My Hero Academia: World Heroes' Mission,7.6,2021-08-06,ja,"[16, 28, 12, 878]",True
1034940,All-Time High,5.6,2023-11-17,fr,"[35, 10749]",True
277,Underworld,6.8,2003-09-19,en,"[14, 28, 53]",True
1206988,A Tribe Called Judah,9,2023-12-15,en,"[35, 80]",True
648579,The Unbearable Weight of Massive Talent,6.8,2022-04-20,en,"[28, 35, 80]",True
977223,Polite Society,6.4,2023-04-27,en,"[35, 28]",True
37169,The Human Centipede (First Sequence),5.2,2009-10-31,en,[27],True
364689,Ferdinand,7.2,2017-12-09,en,"[16, 10751, 12, 35]",True
335,Once Upon a Time in the West,8.3,1968-12-21,it,"[18, 37]",True
2253,Valkyrie,6.9,2008-12-25,en,"[18, 53, 10752]",True
17654,District 9,7.4,2009-08-05,en,[878],True
18360,Night at the Museum: Battle of the Smithsonian,6.1,2009-05-20,en,"[12, 14, 28, 35, 10751]",True
12230,One Hundred and One Dalmatians,7.2,1961-01-25,en,"[12, 16, 35, 10751]",True
11932,Bride of Chucky,6,1998-10-16,en,"[35, 27]",True
1571,Live Free or Die Hard,6.6,2007-06-20,en,"[28, 53]",True
1015602,Welcome to the Club,6.5,2022-09-08,en,"[16, 35]",True
426543,The Nutcracker and the Four Realms,6.1,2018-10-26,en,"[14, 12, 10751]",True
11282,Harold & Kumar Go to White Castle,6.5,2004-05-30,en,"[35, 12]",True
8456,Never Back Down,6.7,2008-03-04,en,"[18, 28]",True
23398,Alvin and the Chipmunks: The Squeakquel,5.6,2009-12-21,en,"[35, 10751, 16, 14, 10402]",True
11838,Ju-on: The Grudge,6.7,2002-10-18,ja,[27],True
197640,Three Swedish Girls in Upper Bavaria,5.5,1977-10-07,de,[35],True
923939,The Wonderful Story of Henry Sugar,7.3,2023-09-20,en,"[35, 12, 14]",True
1023313,The Exorcist,6.2,2022-11-02,es,[27],True
571055,Down,6.8,2019-02-01,en,"[27, 18, 53, 10770]",True
1183387,Ánima,8.7,2023-09-01,es,"[878, 27]",True
755,From Dusk Till Dawn,7,1996-01-19,en,"[27, 28, 53, 80]",True
15121,The Sound of Music,7.7,1965-03-29,en,"[18, 10751, 10402, 10749]",True
428078,Mortal Engines,6.2,2018-11-27,en,"[12, 878]",True
54989,Love Strange Love,5.8,1982-01-11,pt,"[18, 36]",True
4523,Enchanted,6.8,2007-11-20,en,"[35, 10751, 14, 10749]",True
2059,National Treasure,6.6,2004-11-19,en,"[12, 28, 53, 9648]",True
1020910,Influencer,6.2,2023-05-18,en,"[53, 9648, 27]",True
505262,My Hero Academia: Two Heroes,7.9,2018-08-03,ja,"[16, 28, 12, 14]",True
619730,Don't Worry Darling,6.8,2022-09-21,en,"[53, 9648, 18]",True
1538,Collateral,7.2,2004-08-04,en,"[18, 80, 53]",True
302946,The Accountant,7.1,2016-10-13,en,"[80, 53, 18]",True
479455,Men in Black: International,5.9,2019-06-12,en,"[35, 878, 28]",True
238713,Spy,6.8,2015-05-06,en,"[28, 35, 80]",True
976720,Vesper,6.5,2022-08-17,en,"[878, 18, 12, 14]",True
665,Ben-Hur,7.9,1959-11-18,en,"[36, 18, 12, 28]",True
228967,The Interview,6.2,2014-12-25,en,"[28, 35]",True
878361,Big George Foreman,7.7,2023-04-27,en,"[18, 36, 99]",True
1018403,Tom and Jerry: Snowman's Land,6.8,2022-09-06,en,"[10751, 35, 16, 12]",True
386716,Young Mother 3,5.8,2015-09-03,ko,[10749],True
316029,The Greatest Showman,7.9,2017-12-20,en,[18],True
11852,The Hot Chick,6.3,2002-12-13,en,"[35, 14]",True
377,A Nightmare on Elm Street,7.3,1984-11-09,en,[27],True
402,Basic Instinct,6.9,1992-03-20,en,"[53, 9648]",True
449574,Godzilla: Planet of the Monsters,6.3,2017-11-17,ja,"[16, 28, 878]",True
19994,Jennifer's Body,5.9,2009-09-18,en,"[27, 35]",True
660,Thunderball,6.7,1965-12-11,en,"[12, 28, 53]",True
790459,Fingernails,6,2023-10-27,en,"[10749, 878, 18]",True
42994,Memories,7.4,1995-12-23,ja,"[14, 16, 878]",True
9659,Mad Max,6.7,1979-04-12,en,"[12, 28, 53, 878]",True
1892,Return of the Jedi,7.9,1983-05-25,en,"[12, 28, 878]",True
10494,Perfect Blue,8.3,1998-02-28,ja,"[16, 53]",True
643586,Willy's Wonderland,6.1,2021-02-12,en,"[28, 27, 35]",True
770,Gone with the Wind,8,1939-12-15,en,"[18, 10752, 10749]",True
1024530,Grimcutty,5.2,2022-10-10,en,[27],True
4256,Scary Movie 3,6,2003-10-24,en,[35],True
71676,Ghost Rider: Spirit of Vengeance,5,2011-12-10,en,"[28, 14, 53]",True
399905,Female War: A Nasty Deal,4.5,2015-09-27,ko,"[18, 10749]",True
249070,Hitman: Agent 47,5.8,2015-08-20,en,"[28, 80, 53]",True
9358,Final Destination 2,6.2,2003-01-31,en,"[27, 9648]",True
10585,Child's Play,6.7,1988-11-09,en,[27],True
804095,The Fabelmans,7.7,2022-11-11,en,"[18, 35]",True
589761,Chernobyl: Abyss,6.2,2021-04-15,ru,"[18, 36, 12, 28, 14, 9648]",True
75258,Secret of the Wings,7.2,2012-08-17,en,"[16, 10751, 14, 12]",True
1593,Night at the Museum,6.6,2006-12-20,en,"[28, 12, 35, 10751, 14]",True
1173558,Burning Betrayal,5.7,2023-10-25,pt,"[10749, 9648, 18]",True
568160,Weathering with You,8,2019-06-19,ja,"[16, 18, 14, 10749]",True
22832,Ninja Assassin,6.6,2009-09-29,en,"[28, 12, 53]",True
340666,Nocturnal Animals,7.4,2016-11-04,en,"[18, 53]",True
419743,Disobedience,7,2018-11-30,en,"[18, 10749]",True
995767,The King of Algiers,6.1,2023-05-24,fr,"[35, 18]",True
252838,The Wedding Ringer,6.5,2015-01-16,en,[35],True
491926,Resistance,7,2020-03-27,en,"[10752, 36, 18]",True
169917,A Walk Among the Tombstones,6.3,2014-09-18,en,"[80, 18, 9648, 53]",True
10184,He's Just Not That Into You,6.5,2009-02-06,en,"[35, 10749, 18]",True
927107,The Bricklayer,6.7,2023-12-14,en,"[28, 53]",True
979924,On the Line,6.2,2022-10-31,en,[53],True
397243,The Autopsy of Jane Doe,6.8,2016-12-21,en,"[27, 9648]",True
654974,Home Sweet Home Alone,4.9,2021-11-12,en,"[35, 80, 10751]",True
84308,"Madrid, 1987",6.5,2012-04-13,es,[18],True
346709,Line of Duty,5.9,2019-12-25,en,"[53, 80, 28]",True
605,The Matrix Revolutions,6.7,2003-11-05,en,"[12, 28, 53, 878]",True
324668,Jason Bourne,6.3,2016-07-27,en,"[28, 53, 9648, 18]",True
492719,Godzilla: City on the Edge of Battle,6.4,2018-05-18,ja,"[16, 878]",True
11412,The Long Kiss Goodnight,6.6,1996-10-11,en,"[80, 28, 9648, 53]",True
280391,Animal Kingdom: Let's Go Ape,5.2,2015-04-08,fr,"[12, 35, 16]",True
10112,The Aristocats,7.3,1970-12-24,en,"[16, 35, 10751, 12]",True
921624,Gol Gana,2,2019-04-12,es,"[99, 35, 10749]",True
2048,"I, Robot",6.9,2004-07-15,en,"[28, 878]",True
137106,The Lego Movie,7.4,2014-02-06,en,"[16, 10751, 12, 35, 14]",True
447200,Skyscraper,6.3,2018-07-11,en,"[28, 53, 12]",True
346910,The Predator,5.6,2018-09-05,en,"[878, 28, 12]",True
1111140,Two Sinners and a Mule,6.5,2023-04-21,en,"[37, 28]",True
14001,Dead Silence,6.4,2007-03-16,en,[27],True
52520,Underworld: Awakening,6.3,2012-01-19,en,"[14, 28, 27]",True
47933,Independence Day: Resurgence,5.3,2016-06-22,en,"[28, 12, 878]",True
262504,Allegiant,6.1,2016-03-09,en,"[12, 878, 28, 9648]",True
9336,Police Academy,6.7,1984-03-22,en,"[35, 80]",True
963746,Summer 1941,6.9,2022-04-21,ru,"[28, 10752]",True
592350,My Hero Academia: Heroes Rising,8.2,2019-12-20,ja,"[16, 28, 14, 12]",True
4147,Road to Perdition,7.4,2002-07-12,en,"[80, 18, 53]",True
375107,Duck Duck Goose,6.3,2018-03-09,en,"[16, 10751, 12, 35]",True
41446,Scream 4,6.5,2011-04-13,en,"[27, 9648]",True
1026999,Kleks Academy,6.5,2024-01-05,pl,"[14, 12, 10751]",True
