ID	Title	Vote Average	Date	Original Language	Genre IDs	IsMovie
244046	神龙星主	0	2024-01-20	zh	[16]	False
244039	웰컴투 불로촌	0	2024-01-20	ko	[]	False
244035	the couch critics	0	2024-01-27	en	[]	False
244032	无敌从欠钱开始	0	2024-01-11	zh	[]	False
244029	Alergia - O corpo em alerta	0	2024-01-21	pt	[99]	False
241744	～if～ 警視庁捜査一課 剣木善治	0	2024-01-08	ja	[]	False
242918	Vadhandhi: The Fable of Velonie	0	2024-01-08	en	[18]	False
243294	Cita bestial	0	2024-01-09	ca	[]	False
242497	Oppsynsmannen	0	2024-01-08	no	[99]	False
240731	鬼平犯科帳	0	2024-01-08	ja	[]	False
244168	Koža	0	2024-01-20	bs	[]	False
244166	Якщо чесно	0	2024-01-15	uk	[35]	False
244164	The Infomercials That Sold Us	0	2024-01-10	en	[99]	False
244156	Hvorfor skal Rikke være smuk?	0	2024-01-11	da	[99]	False
244147	Russell Maliphant's Vortex	0	2024-01-21	en	[]	False
244144	こんなところで裏切り飯	0	2024-01-18	ja	[18, 35]	False
244143	Behind The Canvas	0	2024-01-08	en	[]	False
244141	즐거운 주말, 건강 신호등	0	2024-01-22	ko	[]	False
244139	Fritrækkerne	10	2024-01-21	da	[10764]	False
244136	Bien joué!	0	2024-01-12	fr	[10751, 10767]	False
244118	Det store adoptionstyveri	10	2024-01-21	da	[]	False
244099	朝鲜停战谈判	0	2024-01-17	zh	[99]	False
244095	즐거운 주말, 건강신호등	0	2024-01-20	ko	[]	False
139181	The Age of Cosmos Exploration	0	2024-01-22	zh	[16]	False
58271	Untitled 20/20 True-Crime Series	0	2024-01-22	en	[]	False
244235	Dream Team : La relève des stars	0	2024-01-19	fr	[10764]	False
244229	도망쳐 : 손절 대행 서비스	0	2024-01-22	ko	[]	False
244209	The Battle for Florida	0	2024-01-21	nl	[99, 10763]	False
244204	Shaolin	0	2024-01-22	da	[10764, 10759]	False
244202	Les souterrains de Paris, une techno XXL	0	2024-01-22	fr	[]	False
244196	MAZZEL | Secret Meeting	0	2024-01-24	ja	[]	False
244194	tofubeats Major Debut 10 Shuunen Kinen Live	0	2024-01-23	ja	[]	False
244185	Battle on the Mountain	0	2024-01-22	en	[]	False
244182	异人君莫邪	0	2024-01-24	zh	[16]	False
955916	Lift	6.3	2024-01-10	en	[35, 80]	True
866398	The Beekeeper	7.6	2024-01-10	en	[28, 53]	True
1214314	One More Shot	6.8	2024-01-12	en	[28, 53]	True
1155089	Justice League: Crisis on Infinite Earths Part One	7.8	2024-01-09	en	[16, 878, 28]	True
673593	Mean Girls	6.8	2024-01-10	en	[35]	True
1107979	Ancika: Dia yang Bersamaku 1995	0	2024-01-11	id	[18, 10749]	True
1021130	Hubba	0	2024-01-19	bn	[80, 35, 53]	True
1212073	Sixty Minutes	6.9	2024-01-19	de	[28, 18]	True
1219185	Palipat-lipat, Papalit-palit	2	2024-01-19	tl	[18]	True
1216784	Sunrise	0	2024-01-19	en	[27, 53]	True
666035	Wanted Man	7	2024-01-19	en	[28, 53]	True
1221388	From the Ashes	5.9	2024-01-18	ar	[53, 18]	True
626412	Alienoid: Return to the Future	6.6	2024-01-10	ko	[878, 28, 14, 12]	True
1096197	No Way Up	0	2024-01-18	en	[28, 27, 53]	True
848538	Argylle	0	2024-01-31	en	[35, 28, 80]	True
1209772	Karinyo Brutal	0	2024-01-12	tl	[10749, 18]	True
1148713	El correo	7	2024-01-19	es	[53, 35]	True
790462	I.S.S.	5.8	2024-01-19	en	[878, 53]	True
1207898	The Jack in the Box Rises	0	2024-01-18	en	[9648, 27]	True
1026436	Miller's Girl	0	2024-01-18	en	[18, 35]	True
1145857	Valley of Shadows	6.6	2024-01-12	es	[12, 53, 18]	True
802219	Bob Marley: One Love	0	2024-01-10	en	[10402, 18]	True
